THRUST
; AeroTech H210R
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 246g, propellant weight: 121g
0.00	0.00
0.02	121.16
0.07	214.10
0.12	225.03
0.17	233.41
0.21	240.67
0.26	242.94
0.31	245.71
0.36	251.84
0.41	256.59
0.45	259.87
0.50	258.11
0.55	258.82
0.60	255.30
0.65	250.47
0.69	225.34
0.74	209.64
0.79	199.35
0.84	191.39
0.89	175.31
0.93	84.52
0.98	15.97
-1.00
